ds,temp_max,temp_max_lower,temp_max_upper,temp_min,temp_min_lower,temp_min_upper,rainfall,rainfall_lower,rainfall_upper,humidity,humidity_lower,humidity_upper,wind_speed,wind_speed_lower,wind_speed_upper
2025-06-08,37.35089336247805,34.87348273685424,40.11789146922783,28.15935823428375,26.19112609108443,30.136134451269633,1.6133694598502848,-6.7503285318937944,10.356486331265511,61.27446021885872,48.770212185708985,73.38064920404761,17.271628099847288,10.876276290389933,23.561465635333875
2025-06-09,37.264530180037255,34.49449461487903,40.08884071464888,28.180777164268314,26.03840088802911,30.124113607121593,2.2453568660055243,-6.778528826159982,9.686708262238172,61.99576474489109,49.89108037156876,73.84448323851464,17.060382170603262,10.85398442845546,22.78757763562873
2025-06-10,37.09855457287576,34.430803823233546,39.85940017808147,28.25163518152764,26.37350290894763,30.299392104239704,3.0181753634630857,-6.055965013527106,12.245444582476976,62.88046801656829,50.268897831073815,74.35149030491326,17.01758943832155,11.20548845940006,23.043804508505925
2025-06-11,36.854416992375896,34.18583308291778,39.642842177614384,28.267239158878134,26.262692541400998,30.38222689778376,3.7708164768473047,-4.489518022657714,12.321114362469887,63.445060203106465,52.14421893197029,74.90584403188373,17.48691243145563,11.428515164072069,23.742010734115055
2025-06-12,36.66620952988478,33.770273586182306,39.54233044093028,28.25081607707564,26.36422486306635,30.288730281597637,5.016663220566552,-3.9143264533076936,13.872936200257387,64.01748961261123,52.218448626337306,75.80813672543573,17.884238828355013,11.90499929495823,23.67511227850563
2025-06-13,36.650851699268955,33.86534481208711,39.33634247021446,28.166155609020493,26.085614049343754,30.137909668797548,4.99086615738747,-3.627613834248255,14.313645853771877,64.61777566992923,52.41014791319273,75.50734285803017,17.36044265667222,11.301686693496444,24.03220949469668
2025-06-14,36.57301885838088,34.01208594351808,39.364234961893374,28.25921915892362,26.200592950089515,30.25301164083464,5.0875872652585326,-3.345217110917556,13.881690884227673,64.69472645309838,53.129103974111466,77.0294293417134,17.498472400048755,11.777536350645216,23.885235840104876
2025-06-15,36.56822101044879,34.0383225675291,39.55551067921597,28.16643239421338,26.04307714233775,30.189634899610354,5.594877829679128,-3.7597009619849655,14.599657647638672,65.59084799594636,53.71509393334659,77.27169085721687,17.19848382375531,11.217849116875703,23.406769385326328
2025-06-16,36.37457663411407,33.74339971618224,38.966914896169826,28.133638099745653,25.989254314174065,30.054758129408313,6.583014936941986,-2.614910188241127,15.67209897192679,66.8754416175221,54.03615478927165,79.14938663041369,16.86800798957912,10.784181835201231,23.117007450737184
2025-06-17,36.10768440242261,33.40538231302213,39.09866223324692,28.153901636594455,26.243616144272483,30.221919820217963,7.665518655139309,-1.374576162189047,15.997339855401549,68.28741970096486,56.56992529852953,80.7239524984356,16.70515505198987,10.48551399844362,22.497595598340478
2025-06-18,35.77074539071535,33.24078247650021,38.59683919425888,28.123322192371088,26.10939659677451,30.101095781030754,8.673081118882738,0.06142370241029518,17.136467054723287,69.33174287013016,57.80370183644582,81.1767001515532,17.055440229224544,10.992788456689746,23.11878309854299
2025-06-19,35.49951265310155,32.93423307622437,38.06272280609291,28.06585127854644,26.021886898492756,30.12046972482755,10.111780470706693,1.7071676096856654,18.095023799053124,70.32566829242685,57.366286185467054,81.49812592812604,17.336571044281627,11.140505250207365,23.203263493898216
2025-06-20,35.41243863271093,32.61081398386276,38.1012672481027,27.94591806418949,25.86931872860285,29.88926595939812,10.210654668484992,1.7476056206603077,18.71316060945714,71.27961749613588,59.56216409786367,83.39726898716401,16.70117604096025,10.145057381446149,22.928609661331944
2025-06-21,35.27556656070115,32.7669846129928,38.110351466492396,28.010022606129183,25.927277559130626,30.03855862397235,10.359117177693188,1.3894291568703538,18.490810871459395,71.6341268623236,60.02033557273941,84.27638713687206,16.733862133071952,10.243829377972636,22.806322735765796
2025-06-22,35.22557459010123,32.45681115215273,38.030722965315675,27.895014446403874,26.000186629776014,29.927726995796107,10.84197597667135,2.1479345217938453,20.12413481717251,72.7249618464808,60.75235125928153,84.91565219563284,16.336319042514468,9.944519777418726,22.484528006081472
2025-06-23,35.00151829045853,32.24232219109513,37.64047250947026,27.847033803067422,25.862127782866953,29.75485339132718,11.727876398662135,3.8284192262727186,20.15919978523806,74.11638566893848,61.94061152358163,85.7072154338042,15.917461874216517,10.076937734594004,21.846765087834065
2025-06-24,34.71967528449819,32.13344214317383,37.539899061390834,27.859307985010084,25.68264593460815,29.898661164821032,12.630386699215242,4.141771233802005,21.151081077876064,75.54410816108854,63.48659469925527,86.43157446705992,15.676612917759092,9.38142551307917,21.943379440484804
2025-06-25,34.383645463758896,31.577613530870877,36.96992834170875,27.827956507535045,25.825391519947964,29.763675536921873,13.381955313126545,4.526040092223751,21.971530228464104,76.51181390209715,64.71864536264361,87.91777208992724,15.960309475407866,10.181912562276072,22.028365776170293
2025-06-26,34.12928439023146,31.44522568956471,36.813600663711455,27.776806586280426,25.796159602642167,29.65901953629753,14.492111517741701,5.414055356597084,23.71607951272451,77.33745659534262,64.45312102740463,90.26258552485665,16.18707711716658,10.10383398622999,22.373673113271344
2025-06-27,34.07484094361205,31.284094702097633,36.84230895672706,27.67001874595226,25.716596132427863,29.697792080447908,14.194984333838976,5.532038504094446,22.1472155206567,78.03412641379614,66.47997174929056,89.68652200879168,15.510148767088026,9.550828478177788,21.381401260558476
2025-06-28,33.985845810637,31.368032386436578,36.47429120766456,27.753683670386167,25.814479993538058,29.757692503474015,13.886622577389955,5.19970700289388,22.465855354701667,78.04695299182188,66.41988515817695,89.95501126963205,15.514516868655832,9.942601526726234,21.638394978432228
